730562;22494;0.222281
0;26684;0.187378
2449;22826;0.219048
0;27066;0.184734
0;23913;0.209091
0;26939;0.185605
0;26676;0.187434
0;26344;0.189797
0;26762;0.186832
0;26492;0.188736

94023;20895;0.239292
0;23648;0.211434
145;20846;0.239854
0;25563;0.195595
0;20398;0.245122
0;23902;0.209188
0;19992;0.2501
0;22405;0.223164
0;21425;0.233372
0;21963;0.227656

125779;7859;0.636213
0;8821;0.566829
0;8116;0.616067
0;8878;0.56319
0;8122;0.615612
0;8801;0.568117
0;8147;0.613723
0;7730;0.646831
0;8539;0.585549
0;9084;0.550418

58376;4845;1.03199
0;5091;0.982125
22;4875;1.02564
0;5080;0.984252
0;4866;1.02754
0;5661;0.883236
0;5414;0.923532
0;5280;0.94697
0;4999;1.0002
0;4906;1.01916

300390;2663;1.87758
0;2946;1.69722
0;2859;1.74886
0;2957;1.6909
0;2863;1.74642
0;3031;1.64962
0;2937;1.70242
0;2609;1.91644
0;2967;1.6852
0;2874;1.73974
