10223;48614;0.102851 
0;57558;0.0868689 
27594;50660;0.0986972 
0;58079;0.0860896 
0;51410;0.0972573 
0;58547;0.0854015 
0;51946;0.0962538 
0;51837;0.0964562 
0;55184;0.090606 
0;55584;0.0899539 

21863;41012;0.121916 
0;56646;0.0882675 
28241;46053;0.108571 
0;56341;0.0887453 
0;45343;0.110271 
0;56593;0.0883501 
0;45396;0.110142 
0;44125;0.113314 
0;44963;0.111203 
0;44749;0.111734 

7495;18739;0.266823 
0;24974;0.200208 
3351;25087;0.199306 
0;25222;0.19824 
0;25041;0.199673 
0;25391;0.19692 
0;19068;0.262219 
0;18972;0.263546 
0;25087;0.199306 
0;24816;0.201483 

10405;11151;0.44839 
0;13530;0.369549 
404;13471;0.371168 
0;13648;0.366354 
0;13464;0.371361 
0;13528;0.369604 
0;11149;0.448471 
0;11225;0.445434 
0;13589;0.367945 
0;13572;0.368406 

5905;5044;0.991277 
0;5718;0.874432 
0;5707;0.876117 
0;5723;0.873668 
0;5708;0.875964 
0;5731;0.872448 
0;5117;0.977135 
0;5136;0.97352 
0;5683;0.879817 
0;5655;0.884173 

18620;2700;1.85185 
0;2912;1.71703 
0;2901;1.72354 
0;2920;1.71233 
0;2906;1.72058 
0;2917;1.71409 
0;2738;1.82615 
0;2719;1.83891 
0;2886;1.7325 
0;2755;1.81488 

37624;1844;2.7115 
0;1944;2.57202 
0;1953;2.56016 
0;1951;2.56279 
0;1945;2.57069 
0;1957;2.55493 
0;1858;2.69107 
0;1858;2.69107 
0;1925;2.5974 
0;1927;2.59471 
