1766635;14684;0.340507  
0;15499;0.322601  
34754;13686;0.365337  
0;15540;0.32175  
0;13652;0.366247  
0;15535;0.321854  
0;15473;0.323144  
0;10477;0.477236  
0;15388;0.324929  
0;15391;0.324865  

1594647;15009;0.333133  
0;15441;0.323813  
35670;13801;0.362293  
0;15483;0.322935  
0;13844;0.361167  
0;15463;0.323353  
0;15409;0.324486  
0;10136;0.493291  
0;15312;0.326541  
0;15311;0.326563  

47331;13297;0.376025  
0;13800;0.362319  
567;13471;0.371168  
0;14298;0.349699  
0;12978;0.385267  
0;14005;0.357015  
0;13685;0.365364  
0;7729;0.646914  
0;13647;0.366381  
0;14122;0.354057  

79462;7991;0.625704  
0;8505;0.587889  
0;8146;0.613798  
0;8471;0.590249  
0;8136;0.614553  
0;8830;0.566251  
0;8259;0.6054  
0;5787;0.864006  
0;8434;0.592839  
0;8415;0.594177  

274659;3480;1.43678  
0;4061;1.23122  
0;3824;1.30753  
0;4053;1.23365  
0;3971;1.25913  
0;4039;1.23793  
0;3887;1.28634  
0;3063;1.63239  
0;3896;1.28337  
0;3850;1.2987  
